Well	Row	Column	Timepoint	Compound	Conc	Non-border cells - Number of Objects	Non-border cells - Intensity Nucleus HOECHST 33342 Mean - Mean per Well	Non-border cells - Nucleus Area [µm²] - Mean per Well	Non-border cells - Nucleus Roundness - Mean per Well	Non-border cells - Nucleus Symmetry 02  - Mean per Well	Non-border cells - Nucleus Symmetry 03  - Mean per Well	Non-border cells - Nucleus Symmetry 04  - Mean per Well	Non-border cells - Nucleus Symmetry 05  - Mean per Well	Non-border cells - Nucleus Symmetry 12  - Mean per Well	Non-border cells - Nucleus Symmetry 13  - Mean per Well	Non-border cells - Nucleus Symmetry 14  - Mean per Well	Non-border cells - Nucleus Symmetry 15  - Mean per Well	Non-border cells - Nucleus Threshold Compactness 30%  - Mean per Well	Non-border cells - Nucleus Threshold Compactness 40%  - Mean per Well	Non-border cells - Nucleus Threshold Compactness 50%  - Mean per Well	Non-border cells - Nucleus Threshold Compactness 60%  - Mean per Well	Non-border cells - Nucleus Axial Small Length  - Mean per Well	Non-border cells - Nucleus Axial Length Ratio  - Mean per Well	Non-border cells - Nucleus Radial Mean  - Mean per Well	Non-border cells - Nucleus Radial Relative Deviation  - Mean per Well	Non-border cells - Nucleus Profile 1/2  - Mean per Well	Non-border cells - Nucleus Profile 2/2  - Mean per Well	Non-border cells - Nucleus HOECHST 33342 SER Spot 2 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 SER Hole 2 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 SER Edge 2 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 SER Ridge 2 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 SER Valley 2 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 SER Saddle 2 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 SER Bright 2 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 SER Dark 2 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 Haralick Correlation 1 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 Haralick Contrast 1 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 Haralick Sum Variance 1 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 Haralick Homogeneity 1 px - Mean per Well	Non-border cells - Intensity Cell Alexa 488 Mean - Mean per Well	Non-border cells - Intensity Cytoplasm Alexa 488 Mean - Mean per Well	Non-border cells - Intensity Cytoplasm Alexa 594 Mean - Mean per Well	Non-border cells - Alexa 488 Cytoplasm Symmetry 02  - Mean per Well	Non-border cells - Alexa 488 Cytoplasm Symmetry 03  - Mean per Well	Non-border cells - Alexa 488 Cytoplasm Symmetry 04  - Mean per Well	Non-border cells - Alexa 488 Cytoplasm Symmetry 05  - Mean per Well	Non-border cells - Alexa 488 Cytoplasm Symmetry 12  - Mean per Well	Non-border cells - Alexa 488 Cytoplasm Symmetry 13  - Mean per Well	Non-border cells - Alexa 488 Cytoplasm Symmetry 14  - Mean per Well	Non-border cells - Alexa 488 Cytoplasm Symmetry 15  - Mean per Well	Non-border cells - Alexa 488 Cytoplasm Threshold Compactness 30%  - Mean per Well	Non-border cells - Alexa 488 Cytoplasm Threshold Compactness 40%  - Mean per Well	Non-border cells - Alexa 488 Cytoplasm Threshold Compactness 50%  - Mean per Well	Non-border cells - Alexa 488 Cytoplasm Threshold Compactness 60%  - Mean per Well	Non-border cells - Alexa 488 Cytoplasm Axial Small Length  - Mean per Well	Non-border cells - Alexa 488 Cytoplasm Axial Length Ratio  - Mean per Well	Non-border cells - Alexa 488 Cytoplasm Radial Mean  - Mean per Well	Non-border cells - Alexa 488 Cytoplasm Radial Relative Deviation  - Mean per Well	Non-border cells - Alexa 488 Cytoplasm Profile 1/5  - Mean per Well	Non-border cells - Alexa 488 Cytoplasm Profile 2/5  - Mean per Well	Non-border cells - Alexa 488 Cytoplasm Profile 3/5  - Mean per Well	Non-border cells - Alexa 488 Cytoplasm Profile 4/5  - Mean per Well	Non-border cells - Alexa 488 Cytoplasm Profile 5/5  - Mean per Well	Non-border cells - Cytoplasm Area [µm²] - Mean per Well	Non-border cells - Cytoplasm Roundness - Mean per Well	Non-border cells - Alexa 594 Cytoplasm Symmetry 02  - Mean per Well	Non-border cells - Alexa 594 Cytoplasm Symmetry 03  - Mean per Well	Non-border cells - Alexa 594 Cytoplasm Symmetry 04  - Mean per Well	Non-border cells - Alexa 594 Cytoplasm Symmetry 05  - Mean per Well	Non-border cells - Alexa 594 Cytoplasm Symmetry 12  - Mean per Well	Non-border cells - Alexa 594 Cytoplasm Symmetry 13  - Mean per Well	Non-border cells - Alexa 594 Cytoplasm Symmetry 14  - Mean per Well	Non-border cells - Alexa 594 Cytoplasm Symmetry 15  - Mean per Well	Non-border cells - Alexa 594 Cytoplasm Threshold Compactness 30%  - Mean per Well	Non-border cells - Alexa 594 Cytoplasm Threshold Compactness 40%  - Mean per Well	Non-border cells - Alexa 594 Cytoplasm Threshold Compactness 50%  - Mean per Well	Non-border cells - Alexa 594 Cytoplasm Threshold Compactness 60%  - Mean per Well	Non-border cells - Alexa 594 Cytoplasm Axial Small Length  - Mean per Well	Non-border cells - Alexa 594 Cytoplasm Axial Length Ratio  - Mean per Well	Non-border cells - Alexa 594 Cytoplasm Radial Mean  - Mean per Well	Non-border cells - Alexa 594 Cytoplasm Radial Relative Deviation  - Mean per Well	Non-border cells - Alexa 594 Cytoplasm Profile 1/5  - Mean per Well	Non-border cells - Alexa 594 Cytoplasm Profile 2/5  - Mean per Well	Non-border cells - Alexa 594 Cytoplasm Profile 3/5  - Mean per Well	Non-border cells - Alexa 594 Cytoplasm Profile 4/5  - Mean per Well	Non-border cells - Alexa 594 Cytoplasm Profile 5/5  - Mean per Well	Non-border cells - Cell Area [µm²] - Mean per Well	Non-border cells - Cell Roundness - Mean per Well	Non-border cells - Membrane Area [µm²] - Mean per Well	Non-border cells - Membrane Roundness - Mean per Well	Non-border cells - Cytoplasm Alexa 488 SER Spot 2 px - Mean per Well	Non-border cells - Cytoplasm Alexa 488 SER Hole 2 px - Mean per Well	Non-border cells - Cytoplasm Alexa 488 SER Edge 2 px - Mean per Well	Non-border cells - Cytoplasm Alexa 488 SER Ridge 2 px - Mean per Well	Non-border cells - Cytoplasm Alexa 488 SER Valley 2 px - Mean per Well	Non-border cells - Cytoplasm Alexa 488 SER Saddle 2 px - Mean per Well	Non-border cells - Cytoplasm Alexa 488 SER Bright 2 px - Mean per Well	Non-border cells - Cytoplasm Alexa 488 SER Dark 2 px - Mean per Well	Non-border cells - Cytoplasm Alexa 488 Haralick Correlation 1 px - Mean per Well	Non-border cells - Cytoplasm Alexa 488 Haralick Contrast 1 px - Mean per Well	Non-border cells - Cytoplasm Alexa 488 Haralick Sum Variance 1 px - Mean per Well	Non-border cells - Cytoplasm Alexa 488 Haralick Homogeneity 1 px - Mean per Well	Non-border cells - Cytoplasm Alexa 594 SER Spot 2 px - Mean per Well	Non-border cells - Cytoplasm Alexa 594 SER Hole 2 px - Mean per Well	Non-border cells - Cytoplasm Alexa 594 SER Edge 2 px - Mean per Well	Non-border cells - Cytoplasm Alexa 594 SER Ridge 2 px - Mean per Well	Non-border cells - Cytoplasm Alexa 594 SER Valley 2 px - Mean per Well	Non-border cells - Cytoplasm Alexa 594 SER Saddle 2 px - Mean per Well	Non-border cells - Cytoplasm Alexa 594 SER Bright 2 px - Mean per Well	Non-border cells - Cytoplasm Alexa 594 SER Dark 2 px - Mean per Well	Non-border cells - Cytoplasm Alexa 594 Haralick Correlation 1 px - Mean per Well	Non-border cells - Cytoplasm Alexa 594 Haralick Contrast 1 px - Mean per Well	Non-border cells - Cytoplasm Alexa 594 Haralick Sum Variance 1 px - Mean per Well	Non-border cells - Cytoplasm Alexa 594 Haralick Homogeneity 1 px - Mean per Well
A1	1	1	1	Doxorubicin	15.0	661	1361.82	188.61	0.79	0.17	0.07	0.06	0.04	0.24	0.1	0.09	0.06	0.93	0.93	0.92	0.88	7.39	0.73	8.34	0.41	0.95	1.12	0.01	0	0.06	0.01	0	0.0	0.01	0	0.77	0.01	0.02	0.55	678.14	636.05	1766.72	0.28	0.14	0.13	0.1	0.37	0.19	0.19	0.14	0.46	0.41	0.4	0.44	20.66	0.61	26.77	0.4	0.92	1.03	1.21	1.44	1.5	1373.58	0.43	0.29	0.15	0.14	0.1	0.38	0.19	0.2	0.15	0.33	0.37	0.45	0.59	19.99	0.61	26.02	0.42	0.83	1.05	1.49	2.47	2.56	1562.19	0.68	100.65	0.06	0	0	0.03	0.0	0.0	0.0	0.0	0.0	0.75	0.01	0.03	0.53	0.0	0.0	0.07	0.01	0.01	0.01	0.01	0.02	0.89	0.03	0.14	0.46
A1	1	1	2	Doxorubicin	15.0	600	1546.04	134.26	0.88	0.15	0.05	0.04	0.03	0.22	0.07	0.07	0.04	1.03	1.02	1.01	0.96	6.35	0.76	7.01	0.4	0.95	1.15	0.01	0	0.08	0.01	0	0.01	0.02	0	0.78	0.01	0.03	0.5	592.66	564.43	3269.48	0.31	0.13	0.14	0.1	0.41	0.18	0.21	0.15	0.47	0.41	0.45	0.58	20.24	0.58	27.37	0.43	0.92	1.02	1.25	1.41	1.43	1468.42	0.48	0.32	0.14	0.16	0.11	0.43	0.18	0.23	0.16	0.38	0.46	0.56	0.65	18.76	0.57	25.59	0.46	0.75	1.08	1.84	2.46	2.43	1602.69	0.69	102.28	0.06	0	0	0.03	0.0	0.0	0.0	0.0	0.0	0.76	0.01	0.04	0.51	0.0	0.0	0.09	0.01	0.02	0.01	0.01	0.02	0.93	0.04	0.33	0.44
A1	1	1	3	Doxorubicin	15.0	617	2258.18	114.2	0.89	0.18	0.06	0.05	0.03	0.25	0.08	0.08	0.05	1.04	1.04	1.02	0.98	5.63	0.72	6.4	0.41	0.95	1.19	0.01	0	0.11	0.01	0	0.01	0.02	0	0.81	0.01	0.04	0.45	572.03	543.19	5716.47	0.32	0.13	0.14	0.1	0.42	0.17	0.21	0.14	0.51	0.46	0.47	0.55	15.87	0.57	22.07	0.43	0.92	1.04	1.22	1.33	1.35	952.43	0.47	0.34	0.14	0.17	0.11	0.44	0.18	0.24	0.15	0.47	0.49	0.55	0.65	14.44	0.56	20.31	0.46	0.72	1.16	1.74	2.2	2.22	1066.62	0.73	78.46	0.09	0	0	0.03	0.0	0.0	0.01	0.0	0.01	0.75	0.02	0.05	0.5	0.0	0.0	0.13	0.01	0.02	0.02	0.01	0.02	0.92	0.05	0.38	0.41
A1	1	1	4	Doxorubicin	15.0	582	2997.46	117.42	0.9	0.17	0.06	0.05	0.03	0.25	0.08	0.08	0.05	1.05	1.05	1.03	1.0	5.68	0.73	6.43	0.41	0.95	1.2	0.01	0	0.11	0.02	0	0.01	0.03	0	0.83	0.02	0.05	0.46	543.59	519.37	6076.2	0.29	0.13	0.13	0.09	0.38	0.17	0.2	0.13	0.54	0.49	0.46	0.52	16.28	0.61	21.55	0.42	0.93	1.04	1.19	1.29	1.32	914.81	0.47	0.31	0.14	0.15	0.1	0.4	0.18	0.21	0.14	0.51	0.52	0.57	0.64	14.84	0.6	19.71	0.46	0.72	1.16	1.72	2.34	2.47	1032.23	0.72	79.66	0.08	0	0	0.03	0.0	0.0	0.0	0.0	0.0	0.7	0.01	0.04	0.5	0.0	0.0	0.13	0.01	0.02	0.02	0.01	0.02	0.93	0.05	0.42	0.44
A1	1	1	5	Doxorubicin	15.0	552	3584.5	116.61	0.91	0.17	0.06	0.05	0.03	0.25	0.08	0.07	0.05	1.06	1.06	1.05	1.02	5.61	0.73	6.36	0.41	0.94	1.21	0.01	0	0.12	0.02	0	0.01	0.03	0	0.84	0.02	0.05	0.45	531.98	509.56	6184.32	0.28	0.13	0.13	0.09	0.37	0.17	0.19	0.13	0.55	0.5	0.47	0.52	16.55	0.62	21.66	0.42	0.93	1.04	1.17	1.28	1.31	957.02	0.48	0.29	0.14	0.14	0.1	0.38	0.18	0.2	0.14	0.53	0.55	0.59	0.66	15.09	0.61	19.64	0.46	0.73	1.15	1.73	2.34	2.49	1073.64	0.72	81.38	0.08	0	0	0.03	0.0	0.0	0.0	0.0	0.0	0.68	0.01	0.04	0.5	0.0	0.0	0.12	0.01	0.02	0.02	0.01	0.02	0.93	0.05	0.42	0.46
A1	1	1	6	Doxorubicin	15.0	548	3998.42	117.77	0.91	0.17	0.06	0.05	0.03	0.24	0.08	0.07	0.04	1.06	1.06	1.05	1.03	5.63	0.74	6.34	0.41	0.94	1.21	0.01	0	0.12	0.02	0	0.01	0.03	0	0.84	0.02	0.05	0.45	522.89	503.32	5943.78	0.27	0.13	0.13	0.09	0.36	0.17	0.19	0.13	0.56	0.52	0.47	0.5	16.73	0.63	21.45	0.42	0.94	1.04	1.15	1.24	1.28	962.74	0.48	0.29	0.14	0.14	0.1	0.37	0.18	0.19	0.14	0.56	0.58	0.62	0.68	15.26	0.63	19.45	0.46	0.73	1.15	1.7	2.35	2.51	1080.51	0.72	81.59	0.09	0	0	0.02	0.0	0.0	0.0	0.0	0.0	0.65	0.01	0.03	0.51	0.0	0.0	0.12	0.01	0.02	0.02	0.01	0.02	0.93	0.05	0.41	0.48
A1	1	1	7	Doxorubicin	15.0	543	4347.42	115.13	0.91	0.16	0.06	0.04	0.03	0.23	0.08	0.07	0.04	1.07	1.07	1.06	1.04	5.63	0.74	6.29	0.41	0.94	1.22	0.02	0	0.12	0.02	0	0.01	0.03	0	0.85	0.02	0.05	0.45	518.83	500.81	5608.63	0.26	0.13	0.12	0.09	0.35	0.17	0.18	0.13	0.58	0.52	0.46	0.5	17.16	0.64	21.69	0.42	0.94	1.04	1.15	1.24	1.27	977.1	0.49	0.28	0.14	0.13	0.09	0.36	0.18	0.19	0.13	0.57	0.6	0.63	0.7	15.63	0.63	19.68	0.46	0.73	1.15	1.72	2.43	2.58	1092.23	0.71	84.46	0.08	0	0	0.02	0.0	0.0	0.0	0.0	0.0	0.65	0.01	0.03	0.51	0.0	0.0	0.11	0.01	0.02	0.01	0.01	0.02	0.94	0.05	0.43	0.49
A1	1	1	8	Doxorubicin	15.0	536	4520.82	118.77	0.92	0.16	0.05	0.04	0.03	0.22	0.08	0.06	0.04	1.07	1.07	1.07	1.05	5.71	0.75	6.34	0.41	0.94	1.22	0.02	0	0.12	0.02	0	0.01	0.03	0	0.85	0.02	0.06	0.45	514.37	495.41	5099.52	0.26	0.12	0.12	0.09	0.34	0.16	0.18	0.12	0.56	0.51	0.46	0.49	17.36	0.65	21.73	0.41	0.94	1.03	1.14	1.23	1.27	983.78	0.48	0.27	0.13	0.13	0.09	0.35	0.16	0.18	0.13	0.56	0.59	0.62	0.68	15.8	0.64	19.65	0.45	0.73	1.15	1.69	2.35	2.54	1102.55	0.71	84.78	0.08	0	0	0.02	0.0	0.0	0.0	0.0	0.0	0.64	0.01	0.03	0.51	0.0	0.0	0.11	0.01	0.02	0.01	0.01	0.02	0.94	0.05	0.41	0.5
A1	1	1	9	Doxorubicin	15.0	525	4724.08	115.03	0.92	0.15	0.05	0.04	0.03	0.22	0.08	0.06	0.04	1.08	1.07	1.07	1.05	5.65	0.76	6.24	0.41	0.94	1.22	0.02	0	0.12	0.02	0	0.01	0.03	0	0.85	0.02	0.06	0.45	510.33	492.06	4844.24	0.26	0.13	0.12	0.09	0.34	0.17	0.17	0.12	0.58	0.52	0.45	0.48	17.52	0.65	21.88	0.41	0.94	1.03	1.14	1.23	1.26	1020.79	0.48	0.27	0.13	0.13	0.09	0.35	0.17	0.18	0.13	0.59	0.61	0.63	0.69	15.94	0.64	19.67	0.46	0.73	1.15	1.71	2.38	2.57	1135.82	0.71	86.11	0.08	0	0	0.02	0.0	0.0	0.0	0.0	0.0	0.64	0.01	0.03	0.51	0.0	0.0	0.11	0.01	0.02	0.01	0.01	0.02	0.94	0.04	0.42	0.51
A1	1	1	10	Doxorubicin	15.0	540	4835.98	112.9	0.93	0.16	0.05	0.04	0.03	0.22	0.08	0.06	0.04	1.08	1.08	1.07	1.05	5.59	0.75	6.19	0.41	0.94	1.22	0.02	0	0.12	0.02	0	0.01	0.03	0	0.85	0.02	0.05	0.45	508.37	491.99	4586.07	0.26	0.12	0.12	0.08	0.34	0.16	0.17	0.12	0.59	0.54	0.46	0.47	16.94	0.65	21.2	0.41	0.94	1.03	1.13	1.21	1.23	940.12	0.49	0.27	0.13	0.12	0.09	0.35	0.17	0.18	0.12	0.59	0.61	0.64	0.69	15.45	0.64	19.15	0.46	0.74	1.14	1.65	2.21	2.39	1053.02	0.72	82.1	0.08	0	0	0.02	0.0	0.0	0.0	0.0	0.0	0.63	0.01	0.03	0.51	0.0	0.0	0.1	0.01	0.02	0.01	0.01	0.02	0.94	0.04	0.37	0.51
